bionts;attack;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;12.0;11.9926;11.9884;11.9868;11.9889;11.9838;11.9813;11.971;11.9615;11.9651;11.9583;11.9994;12.0777;12.0866;11.874;11.8738;11.7617;11.7633;11.7167;11.666;11.6228;11.6568;11.7722;11.8235;12.0778;12.1306;12.0939;12.0349;11.9778;11.9796;11.9216;12.0892;12.0404;11.9703;11.9149;11.7917;11.7056;12.2428;12.6301;12.9553;12.7776;12.5013;12.2713;12.3963;12.6171;12.6932;12.8986;12.9283;13.051;12.6936;12.5991;12.3483;12.2919;11.9347;11.7905;11.6332;11.6574;11.7039;11.7397;11.7634;11.5227;11.3229;11.3778;11.5434;12.1002;11.9627;11.9862;11.6925;11.5113;11.3681;11.1637;11.1755;11.1152;11.1981;11.2627;11.3718;11.1904;11.1833;11.1662;11.2194;11.298;11.3386;11.4346;11.3925;11.2625;11.2985;11.2798;11.3168
bionts;nutritional_value;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;798.2644;794.9369;795.227;796.1389;799.6133;799.8575;799.7095;798.7134;797.5839;795.4826;792.831;789.8543;791.6347;791.08;792.1924;793.3636;793.1817;794.1581;794.1164;795.027;796.937;799.0243;801.6606;801.4601;800.663;798.341;797.4004;797.0338;797.7671;797.536;799.6983;801.546;805.4074;805.4074;807.3919;805.194;803.475;804.3396;800.9525;802.2468;800.0;797.99;796.6469;796.1317;795.4231;796.1715;796.1638;796.7864;798.208;800.0;800.0;800.0;800.0;800.0;800.0;797.1688;792.7747;789.8088;787.2469;786.6166;788.5485;789.973;790.0147;792.4426;790.2222;787.3425;784.3875;786.6424;788.2313;791.8761;791.0593;787.0841;785.4809;785.2219;785.3067;782.5514;787.1997;792.4771;792.3701;793.2602;794.1471;793.4451;795.873;798.1944;797.8116;796.6769;797.8163;795.0625
bionts;reproducing_probability;0.2;0.2;0.2;0.2;0.2;0.2;0.1995;0.1993;0.1988;0.1988;0.1991;0.1996;0.1999;0.2003;0.2009;0.2014;0.2016;0.2014;0.2015;0.2009;0.2007;0.2005;0.2002;0.2001;0.2001;0.2001;0.2001;0.2;0.2;0.2005;0.2005;0.201;0.201;0.2022;0.2036;0.2044;0.2034;0.2023;0.2025;0.2012;0.2007;0.2;0.2;0.2;0.2;0.2005;0.2005;0.2;0.2;0.2004;0.2004;0.2014;0.2025;0.2031;0.2037;0.2033;0.2034;0.2034;0.2028;0.2037;0.2046;0.2058;0.2032;0.2024;0.201;0.2005;0.2004;0.1997;0.2;0.2;0.1996;0.1992;0.198;0.1976;0.1987;0.1996;0.1999;0.2;0.2;0.1998;0.1998;0.1998;0.1997;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2
bionts;energy_needed_to_reproduce;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0
bionts;speed;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.048;6.0751;6.0736;6.0695;6.0586;6.0719;6.0845;6.0803;6.0967;6.1635;6.2248;6.3485;6.4503;6.4674;6.5964;6.6043;6.652;6.5936;6.5814;6.6277;6.6472;6.7122;6.6586;6.6599;6.6243;6.643;6.7071;6.8214;6.8577;6.7895;6.7524;6.7146;6.7961;6.8048;6.845;6.8808;6.8509;6.7482;6.8583;7.0233;7.236;7.2025;6.9892;6.8367;6.7911;6.826;6.8151;6.8985;6.9369;7.1301;6.9909;6.9301;6.7723;6.7085;6.5868;6.5537;6.4822;6.4884;6.4469;6.4725;6.5097;6.522;6.4967;6.4924;6.5124;6.8389;6.8161;6.8256;6.7317;6.8682;7.1178;7.2726;7.3732;7.4504;7.4005;7.4112;7.3769;7.5906;8.0455;7.9381;7.8672;7.8621;7.924;7.9906;8.0283;8.0248;8.1624;8.1575;8.1097
bionts;size;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.9948;5.9754;5.9415;5.8911;5.8272;5.7554;5.7983;5.7849;5.8118;5.84;5.8356;5.8592;5.8592;5.881;5.8901;5.9439;5.9826;5.9843;5.975;5.9528;5.898;5.9022;5.9167;5.9406;5.9394;5.9773;6.0;6.0;6.0;6.0;5.971;5.9714;5.9706;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.9487;5.9556;5.9798;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;6.0;5.9844;5.9841;5.9754;5.9904;5.9882;5.9718;5.9634;5.9518;5.908;5.9518;5.9714;5.9836;6.0;6.0;6.0;6.0;6.0;6.0
raptors;defence;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0;30.0
raptors;reproducing_interval;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0;2000.0
raptors;attack;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0;29.0
raptors;nutritional_value;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0;800.0
raptors;reproducing_probability;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2;0.2
raptors;energy_needed_to_reproduce;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0;1000.0
raptors;speed;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5;4.5
raptors;size;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0;10.0
